id,age,gender,education,years_experience,personality,interests,field,career,technical_skills,communication_skills,leadership_skills,problem_solving,creativity,salary_expectations,international_opportunities,work_life_balance,advancement_goals,market_demand,economic_conditions,industry_growth,success_probability,success,salary,career_satisfaction,job_stability,international_experience,advancement_achieved,work_life_satisfaction,success_rate
3819,50,Male,phd,24,technical,"technology,healthcare",healthcare,Nursing,5,3,7,8,3,senior_level,somewhat_interested,not_important,teaching,0.65,0.8,1.08,0.95,1,273504,7,4,0,0,8,95.0
3820,18,Male,bachelors,0,leadership,technology,technology,Software Development,2,6,3,6,1,mid_level,very_interested,very_important,"consulting,entrepreneurship,teaching",0.91,0.88,0.8,0.95,1,120960,2,11,1,2,10,95.0
3821,20,Other,phd,0,leadership,"engineering,marketing,healthcare",healthcare,Pharmacy,9,2,2,2,1,senior_level,very_interested,less_important,"teaching,management",0.73,0.72,0.45,0.95,1,184800,7,4,2,2,9,95.0
3822,23,Male,bachelors,1,analytical,"technology,education,business",business,Digital Marketing,4,10,4,2,4,flexible,not_interested,less_important,"management,consulting",0.83,0.88,0.59,0.95,1,73440,4,3,0,0,5,95.0
3823,46,Male,some_college,17,technical,education,education,Educational Technology,6,1,3,3,7,executive,not_interested,moderately_important,"teaching,specialization,consulting",0.64,0.82,0.6,0.95,1,212256,3,5,0,1,4,95.0
3824,58,Female,phd,30,technical,"engineering,business",business,Entrepreneurship,2,4,3,3,1,executive,very_interested,very_important,"entrepreneurship,specialization,teaching",0.69,0.82,1.15,0.95,0,268800,3,5,0,0,8,95.0
3825,56,Male,masters,33,technical,education,education,Educational Technology,2,5,3,7,5,flexible,not_interested,not_important,"consulting,entrepreneurship,management",0.73,0.69,1.16,0.95,1,103584,1,9,0,3,8,95.0
3826,32,Female,masters,9,technical,"business,marketing,healthcare",marketing,Content Creation,5,6,3,5,4,executive,very_interested,very_important,"management,research",0.6,0.78,1.13,0.95,1,248508,1,1,2,2,6,95.0
3827,52,Female,some_college,28,analytical,"engineering,business,marketing",business,Business Analysis,5,7,10,6,5,executive,very_interested,not_important,"teaching,research",0.57,0.64,1.11,0.95,1,308880,8,7,0,0,4,95.0
3828,27,Male,bachelors,4,leadership,"engineering,business",business,Business Analysis,4,3,7,10,8,entry_level,remote_international,moderately_important,research,0.88,0.81,0.62,0.95,1,62208,2,11,0,1,7,95.0
3829,20,Male,masters,0,technical,"healthcare,engineering",engineering,Electrical Engineering,2,2,3,3,8,senior_level,remote_international,moderately_important,research,0.76,0.72,0.72,0.95,1,179400,3,11,0,1,5,95.0
3830,63,Other,high_school,33,leadership,"engineering,education",education,Curriculum Development,6,8,2,8,6,mid_level,remote_international,very_important,"specialization,teaching",0.52,0.84,1.08,0.95,1,111552,8,14,0,0,6,95.0
3831,47,Male,some_college,25,supportive,business,business,Digital Marketing,3,1,3,7,4,senior_level,remote_international,very_important,"management,research",0.9,0.73,0.87,0.95,1,198000,2,3,0,0,6,95.0
3832,32,Male,bachelors,5,creative,"healthcare,technology,engineering",healthcare,Healthcare Administration,4,10,1,9,4,entry_level,somewhat_interested,moderately_important,consulting,0.99,0.88,0.88,0.95,1,69696,4,10,0,0,4,95.0
3833,64,Other,some_college,39,supportive,engineering,engineering,Civil Engineering,6,5,9,1,8,entry_level,somewhat_interested,very_important,"consulting,entrepreneurship,management",0.74,0.61,0.66,0.95,1,108081,5,13,1,2,7,95.0
3834,51,Female,phd,28,leadership,healthcare,healthcare,Mental Health,8,1,5,4,10,entry_level,remote_international,moderately_important,specialization,0.56,0.9,0.48,0.95,1,115315,4,9,0,1,8,95.0
3835,53,Male,some_college,26,supportive,"marketing,engineering",marketing,Brand Management,10,8,3,10,4,entry_level,somewhat_interested,moderately_important,"research,teaching",0.93,0.85,0.92,0.95,1,72230,7,10,3,1,7,95.0
3836,65,Male,bachelors,39,technical,"business,engineering",business,Financial Planning,8,7,1,2,8,flexible,not_interested,moderately_important,"specialization,teaching",0.75,0.96,0.41,0.95,1,128160,1,8,0,2,5,95.0
3837,56,Other,some_college,33,creative,education,education,Special Education,4,6,2,3,1,senior_level,somewhat_interested,less_important,"specialization,entrepreneurship",0.65,0.91,0.55,0.95,1,175296,7,15,0,2,4,95.0
3838,47,Other,some_college,19,technical,"technology,engineering,healthcare",healthcare,Pharmacy,1,1,8,7,3,senior_level,remote_international,moderately_important,entrepreneurship,0.8,0.75,0.46,0.95,1,200376,3,6,0,0,8,95.0
3839,36,Other,phd,8,supportive,"engineering,education",engineering,Chemical Engineering,4,4,4,2,10,mid_level,somewhat_interested,moderately_important,"specialization,entrepreneurship,consulting",0.69,0.95,1.16,0.95,1,156878,4,13,1,1,4,95.0
3840,60,Male,bachelors,33,analytical,"engineering,business",engineering,Mechanical Engineering,2,9,7,1,4,mid_level,very_interested,less_important,"teaching,consulting",0.66,0.71,0.88,0.95,1,192427,7,10,0,2,7,95.0
3841,39,Male,some_college,10,creative,business,business,Consulting,2,5,2,3,2,senior_level,not_interested,less_important,"consulting,entrepreneurship",0.64,0.89,0.78,0.95,1,158400,1,1,0,2,4,95.0
3842,41,Male,phd,19,leadership,"education,marketing",marketing,Brand Management,3,9,6,3,4,entry_level,not_interested,moderately_important,"specialization,teaching,entrepreneurship",0.93,0.82,0.87,0.95,1,83462,7,7,0,3,4,95.0
3843,44,Male,high_school,22,supportive,"business,marketing,technology",technology,AI/ML Engineer,9,6,5,10,10,entry_level,not_interested,not_important,"teaching,entrepreneurship,consulting",0.9,0.63,0.86,0.95,1,82944,8,3,0,0,9,95.0
3844,48,Other,phd,22,analytical,marketing,marketing,Market Research,8,7,6,5,4,flexible,not_interested,moderately_important,"management,entrepreneurship,specialization",0.92,0.7,0.52,0.95,1,108863,9,9,0,1,7,95.0
3845,44,Other,phd,21,leadership,marketing,marketing,Digital Marketing,1,3,10,10,10,entry_level,remote_international,not_important,"entrepreneurship,research",0.57,0.81,0.91,0.95,1,85881,8,4,0,1,8,95.0
3846,45,Female,bachelors,21,technical,marketing,marketing,Social Media Marketing,9,7,10,2,6,entry_level,somewhat_interested,very_important,"management,specialization,consulting",0.54,0.94,0.83,0.95,1,73612,1,1,0,1,9,95.0
3847,30,Other,masters,5,supportive,"education,healthcare,business",business,Consulting,10,5,5,2,5,mid_level,remote_international,moderately_important,"research,teaching",0.63,0.71,0.96,0.95,0,80080,2,2,0,0,8,95.0
3848,54,Male,phd,27,analytical,engineering,engineering,Biomedical Engineering,5,1,7,1,7,executive,somewhat_interested,not_important,specialization,0.81,0.92,0.71,0.95,1,446291,7,15,3,0,5,95.0
3849,27,Male,masters,2,technical,healthcare,healthcare,Nursing,1,8,6,1,6,executive,very_interested,moderately_important,"consulting,management",0.74,0.94,0.43,0.95,1,267696,9,1,3,2,4,95.0
3850,28,Other,high_school,0,analytical,"marketing,education",marketing,Digital Marketing,9,10,3,7,6,entry_level,very_interested,moderately_important,"research,management,entrepreneurship",0.69,0.95,1.09,0.95,1,43200,8,2,0,1,6,95.0
3851,59,Male,some_college,32,technical,engineering,engineering,Chemical Engineering,9,2,7,3,1,mid_level,remote_international,moderately_important,"management,entrepreneurship",0.74,0.64,1.16,0.95,1,174266,10,3,0,1,7,95.0
3852,25,Male,some_college,0,leadership,engineering,engineering,Electrical Engineering,10,6,8,3,5,senior_level,somewhat_interested,not_important,"teaching,specialization",0.96,0.89,0.46,0.95,1,151800,6,7,0,1,8,95.0
3853,55,Male,masters,27,leadership,"marketing,education",education,Teaching,8,8,8,6,9,mid_level,somewhat_interested,very_important,"entrepreneurship,research",0.97,0.71,1.15,0.95,1,134534,7,1,0,1,10,95.0
3854,20,Female,masters,0,creative,"education,business",business,Consulting,1,6,5,7,4,senior_level,not_interested,very_important,"specialization,management",0.66,0.86,0.74,0.95,0,104000,4,2,0,0,8,95.0
3855,31,Other,phd,7,technical,marketing,marketing,Market Research,10,7,9,6,2,mid_level,remote_international,not_important,research,0.51,0.81,0.9,0.95,1,120657,5,11,0,0,9,95.0
3856,51,Male,masters,25,analytical,"healthcare,business,education",healthcare,Physical Therapy,5,1,1,4,6,mid_level,somewhat_interested,less_important,"entrepreneurship,consulting",0.7,0.81,1.0,0.95,1,180180,4,6,0,1,7,95.0
3857,20,Female,masters,0,technical,"engineering,marketing",engineering,Chemical Engineering,9,9,7,9,7,executive,very_interested,not_important,teaching,0.6,0.6,0.92,0.95,1,269100,3,12,3,1,7,95.0
3858,29,Male,masters,1,supportive,healthcare,healthcare,Nursing,3,10,1,8,6,executive,very_interested,very_important,"entrepreneurship,teaching,consulting",0.72,0.95,0.75,0.95,1,262548,7,2,0,0,9,95.0
3859,56,Male,high_school,34,technical,"education,healthcare,technology",technology,Data Science,5,6,1,1,5,flexible,remote_international,not_important,"teaching,management,specialization",0.72,0.64,1.04,0.95,1,120960,3,3,0,3,9,95.0
3860,21,Male,some_college,0,analytical,"engineering,education",education,Educational Technology,5,4,3,10,6,entry_level,remote_international,less_important,"management,teaching",0.91,0.95,1.04,0.95,1,42240,7,1,0,1,5,95.0
3861,52,Other,phd,24,leadership,"healthcare,technology,marketing",technology,DevOps Engineering,5,2,7,6,1,executive,remote_international,less_important,"consulting,specialization",0.77,0.91,0.77,0.95,1,447551,8,2,0,1,6,95.0
3862,28,Male,bachelors,5,leadership,"marketing,education,technology",technology,AI/ML Engineer,1,10,1,6,4,flexible,very_interested,less_important,management,0.95,0.89,0.61,0.95,1,95040,2,13,3,1,8,95.0
3863,32,Female,high_school,2,creative,"engineering,technology,education",technology,UI/UX Design,9,7,9,10,3,mid_level,somewhat_interested,not_important,"specialization,management,consulting",0.6,0.61,1.05,0.95,1,104832,10,15,3,1,8,95.0
3864,20,Male,masters,0,creative,"marketing,education,business",marketing,Social Media Marketing,3,4,10,7,4,flexible,very_interested,not_important,"specialization,research,consulting",0.51,0.65,0.72,0.95,1,70200,4,15,2,2,8,95.0
3865,59,Female,masters,36,leadership,business,business,Digital Marketing,3,6,6,6,10,flexible,somewhat_interested,less_important,"specialization,teaching,consulting",0.7,0.85,0.78,0.95,1,134160,5,1,1,2,4,95.0
3866,40,Other,bachelors,10,creative,"healthcare,engineering,education",healthcare,Healthcare Administration,6,4,8,9,3,flexible,very_interested,less_important,"entrepreneurship,management,consulting",0.87,0.77,0.76,0.95,1,95040,6,5,3,2,5,95.0
3867,54,Male,bachelors,25,technical,"business,education,marketing",business,Consulting,6,3,5,10,7,executive,somewhat_interested,not_important,"consulting,management,research",0.91,0.68,1.01,0.95,1,324000,1,9,1,1,6,95.0
3868,19,Female,some_college,0,technical,"business,healthcare,engineering",engineering,Civil Engineering,6,2,2,10,1,mid_level,not_interested,moderately_important,"teaching,entrepreneurship",0.7,0.81,0.68,0.95,1,106260,6,4,0,2,4,95.0
3869,65,Other,some_college,38,leadership,"engineering,business,healthcare",healthcare,Nursing,8,8,9,3,4,executive,very_interested,moderately_important,entrepreneurship,0.62,0.65,0.6,0.95,1,383328,10,13,1,1,7,95.0
3870,51,Female,phd,25,technical,technology,technology,DevOps Engineering,1,4,3,3,10,executive,somewhat_interested,very_important,"teaching,entrepreneurship,research",0.69,0.77,0.66,0.95,1,453599,3,11,2,0,9,95.0
3871,37,Other,masters,10,creative,"technology,marketing,healthcare",healthcare,Healthcare Administration,5,1,5,8,8,senior_level,very_interested,less_important,teaching,0.66,0.77,0.54,0.95,1,205920,3,6,1,0,5,95.0
3872,23,Female,masters,0,technical,business,business,Project Management,8,8,9,4,10,entry_level,very_interested,moderately_important,"research,entrepreneurship,teaching",0.53,0.88,0.9,0.95,1,62400,4,11,2,0,5,95.0
3873,29,Female,bachelors,7,supportive,education,education,Educational Technology,3,4,6,4,1,mid_level,somewhat_interested,not_important,"research,teaching",0.62,0.8,0.85,0.95,1,91929,7,13,0,0,7,95.0
3874,59,Other,high_school,36,technical,marketing,marketing,Social Media Marketing,4,3,9,4,3,senior_level,not_interested,not_important,"entrepreneurship,teaching,research",0.67,0.77,0.59,0.95,1,185760,6,5,0,0,4,95.0
3875,63,Male,some_college,35,supportive,"education,engineering,marketing",marketing,Market Research,2,2,4,1,2,senior_level,not_interested,less_important,"management,teaching",0.65,0.82,0.99,0.95,1,201960,1,7,0,0,7,95.0
3876,43,Female,high_school,17,leadership,"education,marketing,technology",marketing,Brand Management,10,4,8,10,4,entry_level,very_interested,moderately_important,"teaching,management,research",0.67,0.91,0.49,0.95,1,57888,10,12,2,1,8,95.0
3877,23,Other,phd,0,supportive,"engineering,marketing,business",business,Consulting,5,8,6,9,7,mid_level,very_interested,not_important,"entrepreneurship,management",0.82,0.9,0.79,0.95,1,117600,3,5,2,2,6,95.0
3878,27,Female,masters,4,creative,marketing,marketing,Social Media Marketing,8,7,2,9,1,entry_level,not_interested,less_important,specialization,0.6,0.96,0.48,0.95,1,60652,2,6,0,0,9,95.0
3879,31,Male,masters,2,supportive,"marketing,business,engineering",business,Project Management,8,4,9,10,7,entry_level,very_interested,very_important,specialization,0.52,0.76,0.58,0.95,1,64896,8,13,3,0,7,95.0
3880,27,Other,high_school,1,leadership,business,business,Project Management,7,1,8,3,10,flexible,not_interested,less_important,entrepreneurship,0.66,0.74,0.82,0.95,1,61200,5,14,0,0,9,95.0
3881,27,Female,masters,0,technical,business,business,Entrepreneurship,4,4,4,4,7,mid_level,not_interested,very_important,management,0.91,0.98,0.42,0.95,1,109200,9,8,0,1,6,95.0
3882,58,Other,bachelors,29,creative,healthcare,healthcare,Medical Practice,7,4,4,10,10,senior_level,somewhat_interested,less_important,management,0.62,0.93,1.0,0.95,1,250272,6,6,2,0,4,95.0
3883,34,Female,some_college,12,supportive,"marketing,healthcare,technology",marketing,Content Creation,3,10,1,1,8,executive,somewhat_interested,not_important,"teaching,consulting,entrepreneurship",0.69,0.61,0.63,0.95,1,220968,7,13,1,1,4,95.0
3884,61,Male,masters,34,supportive,"business,healthcare,technology",technology,Data Science,10,10,10,2,3,entry_level,somewhat_interested,very_important,management,0.61,0.87,0.62,0.95,1,125798,2,7,3,0,10,95.0
3885,57,Male,masters,32,analytical,"technology,business,education",business,Business Analysis,8,9,7,2,4,entry_level,not_interested,less_important,teaching,0.53,0.87,0.76,0.95,1,102336,10,3,0,0,9,95.0
3886,55,Other,high_school,26,creative,"education,technology",education,Special Education,6,3,6,10,5,executive,somewhat_interested,very_important,"research,teaching,consulting",0.65,0.83,0.55,0.95,1,218880,4,13,2,0,7,95.0
3887,34,Other,phd,10,leadership,"business,education",education,Special Education,6,3,9,10,3,entry_level,remote_international,not_important,specialization,0.94,0.9,0.64,0.95,1,64512,9,8,0,1,7,95.0
3888,30,Female,some_college,1,leadership,"education,business,healthcare",education,Curriculum Development,7,7,9,10,7,executive,remote_international,very_important,consulting,0.54,0.69,1.01,0.95,1,161568,7,6,0,1,6,95.0
3889,58,Male,bachelors,30,technical,"business,healthcare",business,Financial Planning,10,4,1,5,4,entry_level,very_interested,moderately_important,management,0.99,0.91,1.03,0.95,1,92160,1,1,0,1,9,95.0
3890,54,Male,some_college,27,supportive,"marketing,business",marketing,Social Media Marketing,8,5,3,10,5,flexible,very_interested,not_important,"teaching,management",0.7,0.91,0.84,0.95,1,91476,7,14,2,0,6,95.0
3891,58,Other,bachelors,29,technical,"education,healthcare",education,Educational Technology,5,8,2,2,5,executive,somewhat_interested,not_important,"specialization,management",0.77,0.62,0.92,0.95,1,273024,9,13,1,1,6,95.0
3892,30,Other,high_school,8,supportive,"engineering,technology",engineering,Biomedical Engineering,2,7,5,2,4,mid_level,very_interested,not_important,teaching,0.89,0.82,1.05,0.95,1,112056,10,3,0,0,8,95.0
3893,39,Other,high_school,11,analytical,education,education,Curriculum Development,3,2,6,3,6,executive,not_interested,very_important,"specialization,teaching,management",0.66,0.92,0.9,0.95,1,175680,2,10,0,3,10,95.0
3894,47,Female,phd,23,supportive,business,business,Financial Planning,4,3,7,2,1,entry_level,somewhat_interested,not_important,specialization,0.56,0.95,1.0,0.95,1,98112,6,13,0,0,9,95.0
3895,25,Other,high_school,3,technical,technology,technology,Data Science,8,1,10,9,7,entry_level,remote_international,moderately_important,"research,specialization,teaching",0.57,0.86,1.19,0.95,0,40704,2,4,0,0,6,95.0
3896,44,Male,some_college,20,analytical,"technology,engineering",technology,Software Development,10,8,2,8,6,executive,remote_international,moderately_important,"specialization,consulting,research",0.75,0.97,0.71,0.95,1,332640,8,7,0,1,9,95.0
3897,46,Male,some_college,19,leadership,"healthcare,business",healthcare,Medical Practice,9,10,2,6,10,flexible,very_interested,very_important,"teaching,entrepreneurship,consulting",0.87,0.96,0.83,0.95,1,100188,2,6,2,2,7,95.0
3898,38,Male,some_college,11,technical,technology,technology,DevOps Engineering,7,8,10,9,9,flexible,remote_international,less_important,consulting,0.66,0.97,1.03,0.95,1,96624,7,13,0,1,9,95.0
3899,26,Male,bachelors,0,technical,"healthcare,marketing",marketing,Social Media Marketing,8,7,2,9,8,entry_level,not_interested,not_important,research,0.95,0.62,0.46,0.95,1,51840,4,13,0,1,5,95.0
3900,55,Female,masters,29,creative,healthcare,healthcare,Physical Therapy,9,6,2,9,3,entry_level,remote_international,less_important,management,0.91,0.62,1.16,0.95,0,72300,5,4,0,0,9,95.0
3901,61,Other,masters,32,creative,"technology,education,business",education,Special Education,2,1,2,1,4,senior_level,somewhat_interested,very_important,"research,entrepreneurship",0.74,0.84,1.05,0.95,1,204672,4,10,3,0,9,95.0
3902,36,Female,phd,14,technical,"business,healthcare",business,Financial Planning,6,1,3,10,2,mid_level,somewhat_interested,very_important,specialization,0.79,0.88,0.86,0.95,1,150528,7,8,1,0,6,95.0
3903,20,Female,high_school,0,technical,"healthcare,technology",technology,Cybersecurity,5,9,1,6,9,executive,very_interested,less_important,"specialization,research",0.88,0.93,1.05,0.95,1,216000,7,6,0,1,4,95.0
3904,34,Other,masters,11,creative,"technology,engineering,business",business,Consulting,3,9,3,2,2,mid_level,not_interested,very_important,"consulting,management,specialization",0.7,0.91,0.79,0.95,1,133224,10,15,0,2,10,95.0
3905,28,Other,phd,4,technical,"business,engineering,healthcare",engineering,Mechanical Engineering,2,7,10,4,10,mid_level,somewhat_interested,not_important,entrepreneurship,0.78,0.98,0.77,0.95,1,146059,7,15,3,0,7,95.0
3906,26,Other,bachelors,0,creative,"engineering,business",business,Consulting,2,7,6,8,5,senior_level,very_interested,moderately_important,"teaching,specialization,entrepreneurship",0.52,0.93,0.51,0.95,1,144000,1,2,1,1,9,95.0
3907,47,Male,some_college,19,supportive,"marketing,technology,education",technology,DevOps Engineering,3,7,6,3,2,mid_level,remote_international,less_important,"teaching,specialization,entrepreneurship",0.6,1.0,0.64,0.95,0,102009,3,4,0,0,9,95.0
3908,52,Other,bachelors,30,analytical,"marketing,business",business,Business Analysis,6,9,5,4,6,flexible,very_interested,less_important,"management,research,specialization",0.65,0.97,1.04,0.95,1,115200,8,6,0,0,7,95.0
3909,44,Male,some_college,15,supportive,marketing,marketing,Digital Marketing,1,3,1,8,5,mid_level,somewhat_interested,very_important,entrepreneurship,0.72,0.88,1.09,0.95,1,108108,8,2,3,1,8,95.0
3910,35,Female,high_school,12,creative,"technology,engineering",technology,AI/ML Engineer,9,5,2,8,6,entry_level,somewhat_interested,moderately_important,"research,specialization",0.83,0.65,0.86,0.95,1,71424,6,12,1,2,5,95.0
3911,59,Male,high_school,37,creative,business,business,Entrepreneurship,1,8,3,2,3,entry_level,remote_international,less_important,"teaching,specialization",0.74,0.67,0.87,0.95,1,83520,5,6,0,1,7,95.0
3912,34,Other,masters,9,technical,"technology,business,healthcare",healthcare,Nursing,2,7,9,3,1,executive,remote_international,less_important,consulting,0.67,0.65,0.43,0.95,1,303732,4,5,0,0,8,95.0
3913,28,Other,masters,5,creative,education,education,Curriculum Development,6,1,3,2,5,senior_level,somewhat_interested,very_important,entrepreneurship,0.78,0.72,0.78,0.95,1,137280,7,5,1,0,7,95.0
3914,29,Female,high_school,3,leadership,"technology,education",technology,UI/UX Design,5,1,9,4,5,senior_level,very_interested,moderately_important,"management,research,entrepreneurship",0.92,0.86,0.44,0.95,1,152640,7,4,3,1,7,95.0
3915,35,Male,some_college,8,technical,"healthcare,education",education,Educational Technology,6,1,3,10,10,flexible,somewhat_interested,less_important,"consulting,management",0.82,0.96,0.76,0.95,1,61248,8,7,2,0,8,95.0
3916,43,Other,some_college,13,leadership,healthcare,healthcare,Pharmacy,7,2,2,5,4,senior_level,somewhat_interested,moderately_important,entrepreneurship,0.51,0.81,0.78,0.95,1,182952,5,11,2,1,8,95.0
3917,60,Female,high_school,31,leadership,"technology,education,business",education,Educational Technology,10,9,1,8,2,executive,remote_international,less_important,specialization,0.53,0.86,0.87,0.95,1,233280,8,11,0,1,9,95.0
3918,60,Female,phd,32,leadership,"engineering,business,education",education,Educational Technology,2,5,8,6,9,senior_level,remote_international,very_important,"entrepreneurship,management,specialization",0.7,0.86,1.08,0.95,1,220416,1,3,0,2,10,95.0
3919,38,Female,some_college,11,analytical,"technology,healthcare",healthcare,Healthcare Administration,1,2,8,10,6,senior_level,somewhat_interested,less_important,consulting,0.52,0.71,0.45,0.95,1,177144,9,15,1,1,8,95.0
3920,44,Other,some_college,19,analytical,healthcare,healthcare,Healthcare Administration,2,8,3,8,2,senior_level,remote_international,not_important,"management,research,consulting",0.51,0.88,1.02,0.95,1,200376,9,2,0,1,9,95.0
3921,51,Female,high_school,25,supportive,"marketing,healthcare,education",marketing,Digital Marketing,3,5,3,7,4,executive,somewhat_interested,moderately_important,"management,research",0.64,0.77,1.03,0.95,1,243000,10,13,1,1,4,95.0
3922,62,Other,some_college,39,technical,business,business,Consulting,5,2,3,8,4,entry_level,very_interested,not_important,"specialization,research,management",0.88,0.65,1.02,0.95,1,93984,5,10,3,1,7,95.0
3923,48,Male,some_college,19,analytical,marketing,marketing,Digital Marketing,1,1,6,9,1,flexible,somewhat_interested,not_important,"specialization,consulting,research",0.88,0.77,0.84,0.95,1,81972,3,9,2,0,5,95.0
3924,52,Other,bachelors,27,supportive,"technology,engineering",engineering,Electrical Engineering,4,5,8,4,9,mid_level,not_interested,moderately_important,"management,entrepreneurship,teaching",0.92,0.81,0.43,0.95,1,178516,5,12,0,3,4,95.0
3925,50,Other,some_college,28,creative,"marketing,technology,education",marketing,Digital Marketing,3,8,5,8,1,senior_level,not_interested,very_important,"research,teaching,entrepreneurship",0.82,0.76,0.43,0.95,1,185328,2,6,0,2,8,95.0
3926,43,Other,bachelors,14,technical,"engineering,technology",technology,DevOps Engineering,5,4,9,7,7,mid_level,not_interested,very_important,research,0.64,0.73,0.84,0.95,1,154828,9,6,0,0,10,95.0
3927,22,Other,some_college,0,creative,"marketing,healthcare,technology",marketing,Brand Management,2,1,1,10,6,executive,somewhat_interested,less_important,"teaching,management,consulting",0.7,0.88,1.08,0.95,1,178200,5,9,1,3,9,95.0
3928,26,Male,bachelors,0,analytical,education,education,Special Education,1,2,2,7,9,mid_level,very_interested,not_important,"management,consulting",0.87,0.7,0.52,0.95,1,80640,8,4,2,2,9,95.0
3929,41,Female,some_college,19,creative,"marketing,healthcare,business",business,Digital Marketing,6,2,4,2,10,flexible,not_interested,less_important,"teaching,management",0.85,0.63,0.8,0.95,1,91080,3,2,0,1,7,95.0
3930,64,Male,high_school,39,technical,"business,engineering,education",engineering,Biomedical Engineering,9,5,6,8,7,mid_level,very_interested,very_important,"entrepreneurship,specialization,management",0.72,0.65,0.41,0.95,1,171948,7,10,3,0,7,95.0
3931,53,Female,some_college,27,creative,"engineering,technology",engineering,Mechanical Engineering,3,4,5,8,8,entry_level,not_interested,not_important,"specialization,research,management",0.9,0.68,0.81,0.95,1,93508,2,11,0,1,8,95.0
3932,63,Male,masters,39,technical,"education,technology,engineering",technology,Data Science,3,3,2,1,9,entry_level,not_interested,less_important,research,0.91,0.96,0.73,0.95,1,133286,10,11,0,1,8,95.0
3933,29,Female,some_college,6,leadership,"business,engineering,healthcare",engineering,Chemical Engineering,3,8,8,2,5,mid_level,not_interested,less_important,"teaching,specialization",0.62,0.8,0.78,0.95,1,119011,2,3,0,2,6,95.0
3934,45,Other,masters,17,analytical,"business,engineering,marketing",engineering,Mechanical Engineering,5,3,7,7,1,senior_level,somewhat_interested,moderately_important,"research,specialization,management",0.6,0.89,0.4,0.95,1,240396,10,13,1,3,4,95.0
3935,39,Female,bachelors,13,creative,"business,healthcare,technology",technology,Software Development,9,5,7,3,10,flexible,somewhat_interested,very_important,management,0.94,0.65,0.93,0.95,1,108864,2,7,2,1,10,95.0
3936,61,Other,phd,36,creative,"engineering,healthcare,education",engineering,Civil Engineering,6,4,6,4,10,executive,not_interested,less_important,specialization,0.85,0.96,0.73,0.95,1,498455,7,1,0,1,6,95.0
3937,22,Female,phd,0,analytical,"technology,healthcare,business",healthcare,Physical Therapy,9,5,2,10,9,senior_level,not_interested,moderately_important,"research,specialization,management",0.99,0.92,0.79,0.95,1,184800,1,11,0,0,9,95.0
3938,55,Female,masters,32,leadership,"education,technology,marketing",marketing,Content Creation,10,5,4,5,10,mid_level,remote_international,very_important,entrepreneurship,0.65,0.83,0.67,0.95,1,161179,4,11,0,1,9,95.0
3939,40,Male,bachelors,14,supportive,"business,engineering",engineering,Civil Engineering,7,3,2,4,4,flexible,remote_international,not_important,specialization,0.51,0.65,0.67,0.95,1,105983,1,2,0,0,9,95.0
3940,44,Female,masters,19,analytical,technology,technology,Cybersecurity,4,4,2,1,10,entry_level,remote_international,moderately_important,"entrepreneurship,management,specialization",0.96,0.71,0.92,0.95,1,103334,3,11,0,0,8,95.0
3941,56,Male,high_school,34,technical,healthcare,healthcare,Healthcare Administration,4,2,2,3,10,entry_level,not_interested,not_important,"specialization,consulting,management",0.51,0.88,1.16,0.95,1,88704,9,6,0,0,5,95.0
3942,28,Female,high_school,1,creative,healthcare,healthcare,Pharmacy,6,9,6,6,6,entry_level,somewhat_interested,less_important,teaching,0.72,0.72,0.48,0.95,1,53856,8,14,2,0,8,95.0
3943,45,Male,high_school,19,leadership,healthcare,healthcare,Mental Health,7,5,10,8,9,senior_level,not_interested,moderately_important,"teaching,consulting",0.92,0.61,1.02,0.95,1,182160,10,5,0,1,6,95.0
3944,28,Other,masters,5,leadership,"education,technology,healthcare",technology,Software Development,6,8,10,2,10,mid_level,very_interested,moderately_important,"research,entrepreneurship",0.74,0.64,0.9,0.95,1,144144,1,1,3,2,8,95.0
3945,40,Male,phd,16,analytical,"technology,business,healthcare",healthcare,Physical Therapy,7,10,3,8,2,executive,remote_international,moderately_important,"specialization,management",0.94,0.75,0.58,0.95,1,365904,6,11,0,0,7,95.0
3946,62,Male,some_college,36,technical,"education,engineering",engineering,Civil Engineering,6,8,4,5,7,mid_level,somewhat_interested,moderately_important,"teaching,management,consulting",0.76,0.91,0.63,0.95,1,182767,10,8,2,1,5,95.0
3947,26,Other,bachelors,4,technical,education,education,Educational Technology,4,6,1,4,4,mid_level,remote_international,less_important,"entrepreneurship,management",0.77,0.95,0.71,0.95,1,87091,1,15,0,2,5,95.0
3948,46,Male,masters,16,supportive,"education,technology,marketing",marketing,Digital Marketing,9,8,3,10,3,senior_level,somewhat_interested,very_important,"specialization,research",0.91,0.8,0.58,0.95,1,185328,4,11,1,2,8,95.0
3949,25,Male,some_college,0,technical,"healthcare,marketing,technology",marketing,Brand Management,4,1,2,8,2,flexible,very_interested,very_important,"entrepreneurship,management",0.87,0.79,1.07,0.95,1,59400,9,1,3,1,6,95.0
3950,45,Female,phd,21,supportive,technology,technology,UI/UX Design,10,4,2,10,5,mid_level,remote_international,very_important,"specialization,management,research",0.86,0.84,0.69,0.95,1,200390,9,6,0,0,6,95.0
3951,61,Male,masters,32,technical,engineering,engineering,Biomedical Engineering,6,7,3,4,9,entry_level,somewhat_interested,not_important,"consulting,research,entrepreneurship",0.98,0.62,1.17,0.95,1,117686,9,9,3,1,9,95.0
